Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
lululemon athletica,"
            Lululemon Cool Racer Back Tank
          ","
              C$25
            ","
              N/A
            ","
          Great condition. Colour is laceoflage beaming blue. No size dot. Measurements as follows 
From neckline to bottom front 19.5”
Chest 14.5”
Top of back to bottom 26”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White, Blue, N/A, N/A, N/A",N/A,2143,1800+,1 day,100+,https://poshmark.ca/listing/Lululemon-Cool-Racer-Back-Tank-66cfe14f375218e66b5e52b2
Joe Fresh,"
            2/$20 Joe Fresh Plain Black Top Tee T-shirt Size: XL
          ","
              C$15
            ","
              US XL
            ","
          please look for 2/$20 items, bundle them, send me offer at $20, i will accept them 

Joe Fresh Plain Black Top Tee T-shirt
Size: XL
Pit to pit: 19""
Shoulder to bottom: 28""
Perfect condition 

Smoke free home
Feel free to send me offer
Instant buy are welcome
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",N/A,7108,3000+,1 day,100+,https://poshmark.ca/listing/220-Joe-Fresh-Plain-Black-Top-TeeTshirt-Size-XL-66b69657f4d179b07f8abd75
lululemon athletica,"
            ⭐️LULULEMON ATHLETICA SWIFTLY TECH ORANGE RACERBACK TANK TOP SZ4
          ","
              C$48
            ","
              US 4
            ","
          ⭐️SZ4 LULULEMON ATHLETICA SWIFTLY TECH RACERBACK ORANGE TANK TOP 
⭐️⭐️⭐️DETAILS⭐️⭐️⭐️
Good pre owned condition  
#orange #lulu #swiftly #tech #racerback #tank #top #slimfit #breathable  #comfortable #comfort 
#Lululemon #Athletica #lulufanatics #ladies #womens #fitness #gym
Designed for #running & #training #sweating #cardio #workout #yoga
#Seamless construction 
⭐️Measurements flat⭐️
Shoulders 8""
Pit to Pit 14""
Length top-bottom 24""
Width at bottom 14""
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Orange, N/A, N/A, N/A",N/A,914,300+,2 days,53,https://poshmark.ca/listing/LULULEMON-ATHLETICA-SWIFTLY-TECH-ORANGE-RACERBACK-TANK-TOP-SZ4-66ddb63d8d9977f7c69b68a8
Old Navy,"
            Old Navy Perfect Fit Pink Button Down Shirt XXL
          ","
              C$10
            ","
              US XXL
            ","
          Good used condition with 2 spots of stain

Roll up sleeve
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink",N/A,659,300+,1 day,39,https://poshmark.ca/listing/Old-NavyPerfect-Fit-Pink-Button-DownShirt-XXL-66c573a16da06e4ce98d90b9
Ricki's,"
            Suzy Shier Blouse
          ","
              C$30
            ","
              US L
            ","
          Light and breezy As Suzy Shier blouse. Camo in colour. 27” from back of neck collar to bottom hem. Tie waist and button up sleeves. In excellent condition.
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, Black",N/A,631,200+,1 day,36,https://poshmark.ca/listing/Suzy-Shier-Blouse-6334f18583cbeca550311dfc
Peach Love California,"
            Peach Love Fall top
          ","
              C$15
            ","
              US L
            ","
          Peach Tree burnt orange beautiful fall color top, loose fit, size large but fits flowy. Few puckers in material as seen in photos. 
Bundle up to save! Next day shipping.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Orange",N/A,3788,3200+,1 day,100+,https://poshmark.ca/listing/Peach-Love-Fall-top-66db78485af6e668d0770134
Princess Polly,"
            Jagger & Stone Schiffer Longsleeve Crop Top Black
          ","
              C$20
            ","
              US 4
            ","
          Reposhing this item I purchased from @yany_65. Loved it, but ready to rotate for something new.

Questions? Leave a comment below!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",N/A,271,30+,4 days,3,https://poshmark.ca/listing/Jagger-Stone-Schiffer-Longsleeve-Crop-Top-Black-6669c694198524c870e15d66
SEM PER LEI,"
            Sem Per Lei jersey top ecru white navy blue V wrap neck balloon sleeve 40 medium
          ","
              C$130
            ","
              EU 40
            ","
          Upgrade Your Wardrobe with Sem Per Lei's Jersey Empire Waist with feminine ribbon embellishment Top 

Elevate your style with Sem Per Lei's jersey empire waist top in ecru white and navy blue.

 The gorgeous V-neckline wrap and balloon sleeves add a touch of feminine charm to this luxurious Italian piece.

 Made from high-quality fabric, it offers both comfort and elegance for every seasons.

 The highest standards, just for you, at a portion of the original price!



- Flattering empire waist design
- Soft and comfortable jersey fabric 
- Versatile color combination 
- Effortlessly chic balloon sleeves.


Excellent pre-owned condition!  See pictures! 

Sem Per Lei empire luxury jersey top 
Feminine ecru white & navy blue big dots
V neckline, empire waist embellished with a feminine large ribbon 
Short 3/4 balloon sleeves 
In euro size 40 or medium.
Excellent pre-owned condition!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White, Blue, N/A, N/A, N/A",N/A,4515,1800+,1 day,100+,https://poshmark.ca/listing/Sem-Per-Lei-jersey-top-ecru-white-navy-blue-V-wrap-neck-balloon-sleeve-40-medium-664c663af33f71a4f8c2ef73
Avenue,"
            AVENUE Navy Blue Paisley Top Neck Accent Size 18/20
          ","
              C$24
            ","
              US 18
            ","
          W2
This pretty top is super stretchy.
It has the straps of the neckline.
Short sleeves.
Shark bite hem
Paisley pattern 
Please see photos for measurements
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,3103,2500+,1 day,100+,https://poshmark.ca/listing/AVENUE-Navy-Blue-Paisley-Top-Neck-Accent-Size-1820-66c15257f3d6246e0a966945
N/A,"
            Classy Blouse XSmall
          ","
              C$10
            ","
              US XS
            ","
          Jolie blouse Le Château 
Grandeur XXSmall
        ","Seller Discount: 15% off 3+ Bundle, C$12.49C$9.99Expedited (1-7 day) Shipping","N/A, N/A, N/A, Blue, White",N/A,349,100+,2 days,5,https://poshmark.ca/listing/Classy-Blouse-XSmall-62d3e5b3efd0e4560fb69d0b
torrid,"
            TORRID Satin Ruffle Bodysuit
          ","
              C$55
            ","
              US 1X
            ","
          NWT
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A",N/A,3105,2700+,2 days,100+,https://poshmark.ca/listing/TORRID-Satin-Ruffle-Bodysuit-66ca8cc007ac55bf96a5f253
Free People,"
            NWOT Free People Simply Layer Top
          ","
              C$60
            ","
              US M
            ","
          New without tags top from Free People. A super cool top perfect for lounging. Refer to the stock photos for colour, my pics do not show the colour well. Has a cool patch of the logo on front and big cut out in the back. Different fabric sleeves with cut outs. And has openings on the side. A bit oversized.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,4130,3000+,1 day,100+,https://poshmark.ca/listing/NWOT-Free-People-Simply-Layer-Top-66de2535bfd9a6cfb93a1ce4
Club Monaco,"
            CLUB Monaco 100% Silk Horsebit Print Button Down Blouse - XS
          ","
              C$34
            ","
              US XS
            ","
          Club Monaco 100% Silk Horsebit Print Button Down Blouse - XS

Look oh-so elegant and stylish with the Club Monaco Silk Horsebit Print Button Down Blouse! 

Crafted from silk for a luxe texture, this cream blouse features classic button-down design and horsebit print that's sure to make you stand out from the crowd.
Good used condition 
does feature light padding in the shoulders for a chic and flattering shape !

 cute quirky, chic  and witty, this is a must-have for your wardrobe!



Length :  25 ""
pit to pit: 17""
=
smoke free pet free home
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Cream",N/A,4953,2500+,3 days,100+,https://poshmark.ca/listing/CLUB-Monaco-100-Silk-Horsebit-Print-Button-Down-Blouse-XS-66a9ae0814d7a6ad44c5136e
Icebreaker,"
            Icebreaker Merino Bodyfit  200 Base Layer Shirt Striped Pink Red Women's Small
          ","
              C$65
            ","
              US S
            ","
          Long Sleeve Base Layer Shirt by Icebreaker 

Excellent pre-loved condition. 

Size: small

See photos for measurements. 

Our versatile 100% merino wool base layer top with a classic V-neck design, the 200 Oasis Long Sleeve V combines casual comfort with technical performance.

- 100% Merino wool - Soft, lightweight and naturally odour resistant fibre that keeps you warm when it's cold and cool when it's warm
- Gusseted underarms for mobility and comfort
- Offset shoulder seams to help reduce friction
- Flatlock seams to help reduce friction
- 100% Merino Wool, Exclusive of decoration
- Warmth system
- 200 Lightweight

Tags: layer, merino wool, red, pink, white, stripe longsleeve, outdoor

New to Poshmark? Use my code - poutineandprada - for a $15 credit!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Red, Pink, N/A, N/A, N/A",N/A,2923,2300+,1 day,100+,https://poshmark.ca/listing/Icebreaker-Merino-Bodyfit-200-Base-Layer-Shirt-Striped-Pink-Red-Womens-Small-66d48e4034e984fdb075df31
laura,"
            Laura top
          ","
              C$25
            ","
              US XXL
            ","
          new codition
        ","Seller Discount: 5% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Yellow",N/A,1726,90+,2 days,10,https://poshmark.ca/listing/Laura-top-652892fefed51f312b555509
Thread & Needle,"
            Thread & Needle Boathouse Thug Life Cropped Hoodie Black Size Small
          ","
              C$30
            ","
              US S
            ","
          Cute and comfy thug life graphic cropped hoodie from Thread & Needle by Boathouse! This hoodie has a raw hem, simple drawstrings for the hood, and ribbed cuffs at the wrist. The graphic is in great condition, with no signs of cracking or peeling. Fits size Small, or XS depending on your desired fit! 

-65% polyester, 35% cotton

Flat measurements: 
Pit-to-pit: 18”
Length: 16.5”
Sleeve length: 22”
Arm opening: 3”

New to Poshmark? Sign up using code LUNASTRSR to receive $15 off of your first order!
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,227,100+,1 day,16,https://poshmark.ca/listing/Thread-Needle-BoathouseThug-Life-Cropped-Hoodie-Black-Size-Small-66ab90bd963c42d524eb2203
Aritzia,"
            Aritzia plaid flannel shirt
          ","
              C$36
            ","
              US S
            ","
          Excellent condition minimal pilling (hardly any pilling but some is natural due to fabric)
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray",N/A,957,500+,2 days,43,https://poshmark.ca/listing/Aritzia-plaid-flannel-shirt-66df29bc34e25308163fbb3a
Patagonia,"
            𝅺3/$30 women’s Patagonia Organic Cotton Henley Top Collar Snap Size M
          ","
              C$15
            ","
              US M
            ","
          Women’s Patagonia snap up long sleeve Henley top in heathered magenta
Size M
In pre-owned condition- some ink spots as seen in photos.
Price reflects flaws

Approximate measurements 
Top to bottom 22.5”
Underarm to underarm 19”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A, N/A",N/A,1325,1000+,1 day,100+,https://poshmark.ca/listing/330-womens-Patagonia-Organic-Cotton-Henley-Top-Collar-Snap-Size-M-66cf15787321b0a9d83b0919
Elisa Cavaletti,"
            NWT Elisa Cavaletti Teal  Lace Tee
          ","
              C$86
            ","
              US S
            ","
          Great NWT condition, see pictures 

Order 3 items, get the 4th for free (lowest value item). Simply add them to your bundle and I will send you the offer. I have a continuous flow of items in my growing closet. 

You don't have a poshmark account yet? Use the code ""Frankandshay"" for 15$ off your first order!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Green, Blue",N/A,267,100+,2 days,12,https://poshmark.ca/listing/NWT-Elisa-Cavaletti-Teal-Lace-Tee-66de3b8fb2780c611f8b5f15
Clientele,"
            Ladies floral‎ v-neck sleeveless top, Large
          ","
              C$17
            ","
              US L
            ","
          Clientele Ladies floral v-neck sleeveless top

pit to pit measurement 20""

121
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Blue, N/A, N/A, N/A",N/A,2717,1500+,1 day,100+,https://poshmark.ca/listing/Ladies-floral-vneck-sleeveless-top-Large-668e92efac1b0489c89141be
torrid,"
            Torrid | NWT Light Weight Rib Hacci 3/4 Sleeve Henley Top - Large
          ","
              C$40
            ","
              US L
            ","
          MATERIALS + CARE
Hacci rib knit fabric. 
75% rayon, 20% polyester, 5% spandex.
Machine wash cold. Line dry. 
Imported.

DETAILS
Crew neckline.
3/4 sleeves.
Henley half button front. 

Size Large
Red
New With Tags
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Red, N/A, N/A, N/A",N/A,610,200+,1 day,23,https://poshmark.ca/listing/Torrid-NWT-Light-Weight-Rib-Hacci-34-Sleeve-Henley-Top-Large-6619cb1a9a76ef0ce3f92210
American Eagle Outfitters,"
            AMERICAN eagle boho floral red tank top
          ","
              C$25
            ","
              US XS
            ","
          Boho floral summer tank top
V neck 
Ruffle details 
100% polyester 
In perfect condition ,no flaws



Sleeveless, spring , festival ,beach , vacation , peplum , casual , everyday,  day to night ,

1-24
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red, Blue, N/A, N/A, N/A",N/A,3404,2400+,1 day,100+,https://poshmark.ca/listing/AMERICAN-eagle-boho-floral-red-tank-top-66c5d12af51a0f210acf9e3a
Reitmans,"
            Tank top
          ","
              C$9
            ","
              US 14
            ","
          Flowy bell shaped tank tops.double layered. 

100% polyester

A little button and an eyelet on the back

3 different colors. The price is for 1. Bundle more than 1 for a 10% additional discount.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A",N/A,169,40+,1 day,6,https://poshmark.ca/listing/Tank-top-668a01cfb9db3a2fdd87ce70
Blurr,"
            Blurr Green Tank Top Size L
          ","
              C$20
            ","
              US L
            ","
          Blurr Green Tank Top
Size Large 
88% nylon 12% lycra
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Green",N/A,660,200+,1 day,45,https://poshmark.ca/listing/Blurr-Green-Tank-Top-Size-L-66dca87582dceb4993591027
Aritzia,"
            ARITZIA TNA Diablo cropped tank top size S
          ","
              C$26
            ","
              US S
            ","
          Aritzia TNA Diablo cropped v neck ribbed tank top
Size S
In very good Preloved condition
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, Cream, N/A, N/A, N/A",N/A,5484,4500+,1 day,100+,https://poshmark.ca/listing/ARITZIA-TNA-Diablo-cropped-tank-top-size-S-66da82bbe94898e30d9a98b2
Jane and Delancey,"
            Jane & Delancey Button Down Long Sleeve Sparkly Star Shirt
          ","
              C$28
            ","
              US 2X
            ","
          Jane & Delancey long sleeved button down star shirt. Sz 2X. White with silver stars. Roll tab sleeves. Button cuff. Thin mother of pearl buttons. Spare button. 100% Rayon. Approximate flat lay measurements: shoulder to shoulder 18"", pit to pit 27"", shoulder to hem front 28"", shoulder to hem back 31"", armpit to end of sleeve 18"". Smoke free home.

Bin B
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Silver, White, N/A, N/A, N/A",N/A,777,400+,1 day,66,https://poshmark.ca/listing/Jane-Delancey-Button-Down-Long-Sleeve-Sparkly-Star-Shirt-66dcf86e50e2df49c8cde4bf
Nike,"
            NWT Women's Nike Street Short Sleeve Crop Tee Large
          ","
              C$15
            ","
              US L
            ","
          NIKE WOMENS SPORTSWEAR SHORT SLEEVE TOP ' BLACK PURE PLATINUM'

Black Pure Platinum Top
Tight fit for a body-hugging feel
This cropped style hits above the belly button.
Front zipper provides styling and fit options.
Cut-and-sew panels and printed details honor the futuristic aesthetic embraced by musicians and fashion designers in the early '00s.
63% rayon/32% nylon/5% spandex
SKU: 
CZ9775-010
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,884,600+,2 days,56,https://poshmark.ca/listing/NWT-Womens-Nike-Street-Short-Sleeve-Crop-Tee-Large-66d3d35ff3d62463ae663f09
Lole,"
            Lolë Women's Short Sleeve V-Neck Shirt
          ","
              C$25
            ","
              US M
            ","
          Add a touch of sleek sophistication to your activewear or casual wardrobe with this versatile short sleeve shirt from Lolë. Designed for both style and comfort, this shirt is perfect for any occasion.

- **Material:** 
  - 47% Nylon, 40% Polyester, 13% Elastane

**Key Features:**
- Classic V-neck design
- Soft, stretchy fabric for a comfortable fit
- Stylish heathered grey color
- Reflective yellow logo detail on the back
- Lightweight and breathable material

This shirt is perfect for workouts, yoga sessions, or everyday wear. Its simple yet elegant design makes it easy to pair with any outfit.

**Condition:** Excellent, gently used with no visible signs of wear.

**Measurements (approx. taken laid flat)
Chest: 19”
Length: 25”
Bottom width: 19”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, N/A, N/A, N/A",N/A,576,300+,1 day,63,https://poshmark.ca/listing/Lol-Womens-Short-Sleeve-VNeck-Shirt-66cd5306bc6e1caec3b8a1b0
Tailor Vintage,"
            Tailor Vintage Buffalo Plaid Button Down Cotton Flannel Shirt
          ","
              C$35
            ","
              US M
            ","
          Buffalo plaid flannel shirt
Comfy, lightweight 
100% cotton

New to Posh? Use code D_LAGRA when you sign up and receive a $15 credit.

Bundle with other items from my closet to save on shipping + receive bundle discounts.

F
        ","Price Dropped: 35%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red, Black, N/A, N/A, N/A",N/A,648,400+,2 days,52,https://poshmark.ca/listing/Tailor-Vintage-Buffalo-Plaid-Button-Down-Cotton-Flannel-Shirt-66b60e3169ef1a1a477c9811
Nike,"
            Raptors  Sweater
          ","
              C$12
            ","
              US M
            ","
          Condition:  8/10 

Comment any questions, I am happy to provide any more details you may need:) 

Add 3+ Items to a bundle for 10%! 

Random Brand not Nike
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A, N/A",N/A,251,100+,3 days,4,https://poshmark.ca/listing/Raptors-Sweater-66d0a7b7e9489812a01faca4
Olive & Oak,"
            𝅺olive AND OAK scoop neck drop shoulder top
          ","
              C$18
            ","
              US L
            ","
          White loose fit top with rounded hem. 
3/4 sleeves
Fabric is loose weave 
Pit to pit 27”
Length 25”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, White",N/A,2903,2300+,2 days,100+,https://poshmark.ca/listing/olive-AND-OAK-scoop-neck-drop-shoulder-top-66dac091e34c30b4e8fe3709
be yourself,"
            BE  YOURSELF Tank
          ","
              C$10
            ","
              US M
            ","
          Statement tank with a great print and wooden buttons.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",N/A,323,90+,1 day,10,https://poshmark.ca/listing/BE-YOURSELF-Tank-66cbab365c465e3a86170922
Alexander Wang,"
            Alexander Wang crop zip up hoodie in classic terry
          ","
              C$358
            ","
              US XXS
            ","
          featuring an apple logo puff at left sleeve—this cropped zip-up pink hoodie with drop shoulder is crafted from a classic unbrushed terry for a plush feel. this sweatshirt staple is treated with a pigment wash that gives each piece its distinctive characteristics.

due to wash treatment, no two garments are exactly alike
unlined
body composition: 100% cotton
rib composition: 99% cotton, 1% elastane

loose fit, hits at high waist
Size XXS
        ","Seller Discount: 5% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink",N/A,1109,500+,1 day,41,https://poshmark.ca/listing/Alexander-Wang-crop-zip-up-hoodie-in-classic-terry-6643e1af0a60d5e69ff71ad2
Harry Potter,"
            Harry  Potter Expecto Patronum Black T-shirt Size S
          ","
              C$22
            ","
              US S
            ","
          Harry Potter Expecto Patronum Black T-shirt Size S
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,1387,800+,1 day,100+,https://poshmark.ca/listing/Harry-Potter-Expecto-Patronum-Black-Tshirt-Size-S-66c21657bc6e1cc319ab17b1
Fashion Nova,"
            Fashion Nova Plus Button Down Long Sleeve - 1X in Red Plaid
          ","
              C$9
            ","
              US 1X
            ","
          Condition: 9/10
Issues or Signs of Wear / Notable Items: Nothing! Never Worn
Fit: Oversized - Bought it a few sizes larger to give that true oversized feel. 
Features: Two usable Pockets, Buttons from top to bottom, Collar and a High Low Hem
No Rips, Stains or Pilling!

💲Are you New To Poshmark? Haven't made a Purchase Yet? Use code: "" Rethinkstyle "" on your FIRST purchase and get $15 BACK in POSH CREDITS!

💰 Constant Sales - Bundle To Save
🎁 Free Gift With Every Single Purchase
🎀 Quick Replies - Ask me Anything I Love to Help
🥰 Honest Seller - Your Satisfaction is the Most Important Thing!
📬 Fast Shipper
2️⃣ Two Years on Poshmark
🦮 My Aussies Apologize for the Fur - I will clean each order as best I Can!
🚫 Smoke Free Home
⭐️ 5 Star Seller & Posh Ambassador
🌼 No Offer is a Bad Offer - I’ll either Accept or Counter! Ask me what you can do & I'll Work with You!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red, White, N/A, N/A, N/A",N/A,772,500+,2 days,59,https://poshmark.ca/listing/Fashion-Nova-Plus-Button-Down-Long-Sleeve-1X-in-Red-Plaid-66d96e11e9489845a2ff0635
Necessary Clothing,"
            Necessary Clothing - Strapless top.
          ","
              C$13
            ","
              US M
            ","
          Necessary Clothing - Strapless peplum top. Rear Zipper Closure, Non-Slip Grip, Sweetheart Neckline.
This gorgeous top is perfect for your next function or party. Pair this top with a pencil skirt or palazzo bottoms or with skinny bottoms.

Excellent condition.
        ","Seller Discount: 15% off 3+ Bundle, Price Dropped: 13%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Black, N/A, N/A, N/A",N/A,803,400+,1 day,95,https://poshmark.ca/listing/Necessary-Clothing-Strapless-top-66cf2e9aef1ef772f471d0ae
Aritzia,"
            Aritzia (Babaton) Sleeveless Murphy Blouse - Size M
          ","
              C$42
            ","
              US M
            ","
          Babaton's essential slinky shell blouse  

One in every colour, pls. This is a simple, classic, cropped V-neck shell blouse. The matte satin has a beautiful drape and stays looking polished all day long.


Features
Fully lined
Materials & Care
Content: 100% polyester
Care: Machine wash
Imported


Lay flat measurements:
pit to pit 19""
Length 20""

in excellent used condition!
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, Cream, N/A, N/A, N/A",N/A,183,100+,1 day,21,https://poshmark.ca/listing/Aritzia-Babaton-Sleeveless-Murphy-Blouse-Size-M-66c257f2cd201b34527ce58e
Free People,"
            Free People We The  Free OG Long Sleeve Top Lime Green Sweatshirt Brat Green
          ","
              C$52
            ","
              US XS
            ","
          Free People We The Free OG Long Sleeve Top Lime Green Sweatshirt

Nice pre owned condition, size XS

Ptp 22”, length 25”
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Green, N/A, N/A",N/A,8615,6100+,1 day,100+,https://poshmark.ca/listing/Free-People-We-The-Free-OG-Long-Sleeve-Top-Lime-Green-Sweatshirt-Brat-Green-66c0c91bf62533ed46ad3fb7
entro,"
            Entro knit colorful tank top size XL
          ","
              C$40
            ","
              US XL
            ","
          Brand new with tags knit tank top. Loose fit, light and airy. Size XL. measures 21 inches down the side seam and 30 inches armpit to armpit.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,272,200+,3 days,40,https://poshmark.ca/listing/Entro-knit-colorful-tank-top-size-XL-66d5477b4fbbfdb67005cc65
NHL,"
            Womens Calgary Flames Fanatics NHL Breakaway Hockey Jersey Medium NEW W TAGS
          ","
              C$119
            ","
              US M
            ","
          Womens Calgary Flames Fanatics NHL Breakaway Hockey Jersey Medium NEW W TAGS

Womens Medium

Brand new with tags

Red / black

Authentic Fanatics NHL Breakaway Jersey

Lightweight

Pit to pit 19”
Length 27”
Sleeve 22”

#calgary #flames #hockey #womens #ladies

Get ready to cheer on the Calgary Flames in this officially licensed women's NHL Breakaway hockey jersey from Fanatics. The jersey comes in a vibrant red color and is made in size medium. It features the Flames' team logo on the front and the player's name and number on the back, making it the perfect way to show your support for the team.

Made with high-quality materials, this jersey is perfect for wearing to games or for everyday wear. Whether you're a die-hard Flames fan or just looking for a stylish and comfortable jersey, this Fanatics NHL Breakaway hockey jersey is a must-have addition to your collection. Don't miss out on the chance to show your support for the Calgary Flames in style!
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Red, Black, N/A, N/A, N/A",N/A,2820,1900+,1 day,100+,https://poshmark.ca/listing/Womens-Calgary-Flames-Fanatics-NHL-Breakaway-Hockey-Jersey-Medium-NEW-W-TAGS-66bcf650d6ab5d2dd936034e
Eddie Bauer,"
            Button Down Shirt by Eddie Bauer
          ","
              C$22
            ","
              US M
            ","
          100% cotton shirt in a pretty coral colour.  Fun pattern on the back of the shirt and a plain front.  The shirt is a pre-loved garment and is in very good condition.  No damage or flaws.  The size tag is medium and the lay flat measurements are as follows:
pit to pit 20 inches
length is 24 inches
sleeves are 3/4 length at 18 inches
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Orange, White, N/A, N/A",N/A,1968,1300+,1 day,100+,https://poshmark.ca/listing/Button-Down-Shirt-by-Eddie-Bauer-66df9b5ab142f302ae8d529e
Urban Kids,"
            URBAN KIDS - NWT Black Long Sleeve Blouse Size 7/8
          ","
              C$8
            ","
              US 7 (Girl)
            ","
          We are a pet free smoke free home 
NWT
Materials in Pics  
We reuse all shipping materials and boxes whenever possible
Bundle and Save
Questions? Leave a comment below!

Will Entertain All reasonable offers
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,93,5,1 day,--,https://poshmark.ca/listing/URBAN-KIDS-NWT-Black-Long-Sleeve-Blouse-Size-78-66de1ae0a6bb768fd80c4e9c
Zara,"
            Zara Button Up Shirt Blouse Women’s Medium Orange Long Sleeve Viscose NWOT
          ","
              C$39
            ","
              US M
            ","
          Zara Button Up Shirt Blouse Women’s Medium Orange Long Sleeve Viscose NWOT

This is a bright orange, long-sleeved button-down shirt from Zara. It has two chest pockets and a classic collar. The shirt is made of 100% viscose.

Good pre-loved condition. 

Measurements - Please see photos above for measurements.

Material content - Please see photos above for material

Thanks for looking!



Office career wear business casual 
old money quiet luxury classy classic country club academic academia preppy sophisticated
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Orange",N/A,775,300+,1 day,45,https://poshmark.ca/listing/Zara-Button-Up-Shirt-Blouse-Womens-Medium-Orange-Long-Sleeve-Viscose-NWOT-66a00fb51b40a7a6866001ce
Banana Republic,"
            BANANA REPUBLIC Satin Flutter Sleeveless Blouse
          ","
              C$25
            ","
              US M
            ","
          Beautiful blouse
In gently worn condition 
Some markings as pictured- I have no idea what it could be 🤷‍♀️ however it didn’t seem to affect the look 
Sleeveless with flutter details
Neck tie but I never know how to wear it. I usually don’t tie it.
Size medium 
Satin like material 
The colour is like a rose-clay
        ",N/A,"N/A, N/A, N/A, Red, Pink",N/A,3447,3000+,1 day,100+,https://poshmark.ca/listing/BANANA-REPUBLIC-Satin-Flutter-Sleeveless-Blouse-66beb36e69ef1a33d7a88f82
