Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
American Eagle Outfitters,"
            - 👖 American Eagle Outfitters High Waist Denim Shorts - Woman’s Size 0  👖
          ","
              C$31
            ","
              US 0
            ","
          👖 American Eagle Outfitters Denim Shorts - Next Level Style! 👖

Elevate your summer wardrobe with these American Eagle Outfitters denim shorts in a beautiful blue hue. These high-rise shorties in size zero are designed to give you the next level of stretch and style.

🌟 Next Level Stretch & Comfort 🌟
These shorts feature next-level stretch that provides both comfort and a flattering fit, making them perfect for all your warm-weather adventures.

👩 Women’s Size Zero - Perfect Fit 👩
Designed for women in size zero, these shorts offer a high-rise style that’s on-trend and versatile.

👀 Preloved, Some Signs of Wear (See Photo) 👀
Please note that these shorts are preloved and may show some signs of wear, including small stains on the back of the shorts (as shown in the photo). Despite this, they still have plenty of life and style to offer.

💰 Make Me an Offer or Bundle to Save 💰
Feel free to make an offer or bundle these American Eagle Outfitters denim shorts with other items from my closet to save on your purchase.

🌞 Upgrade Your Summer Wardrobe Today! 🌞

Don’t miss out on the opportunity to add these stylish high-rise shorties to your summer collection. They’re perfect for creating chic and comfortable looks, even with their preloved charm. 🛍️🌼👖
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,498,100+,1 day,14,https://poshmark.ca/listing/American-Eagle-Outfitters-High-Waist-Denim-Shorts-Womans-Size-0-669bb658f8ede79b318776a8
G by Guess,"
            2 for 1 GBG denim shorts
          ","
              C$12
            ","
              US 26
            ","
          Denim shorts from G BY GUESS.

Colour: mustard yellow
           : Dark denim blue

Low rise.

Lightly used.

Size: 26

📦 Ships within 48 hrs 📦
🤑 bundle with other items from my closet and save!🤑
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Yellow, Blue",N/A,447,100+,1 day,24,https://poshmark.ca/listing/2-for-1-GBG-denim-shorts-66bf314404b36d5d9b1b0f81
DC Comics,"
            Dc comics. 2 men’s shirts.. EUC!
          ","
              C$19
            ","
              US XL
            ","
          Jack of all trades shirts
Green lantern and Batman and robin. 
Excellent condition
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, Black",N/A,3982,3000+,2 days,100+,https://poshmark.ca/listing/Dc-comics-2-mens-shirts-EUC-6666da5ac24a6d71ae74593c
U.S. Polo Assn.,"
            3 for $30‎ US Polo Association. Pink tank and marching sleep shorts.
          ","
              C$9
            ","
              US S
            ","
          pink tank and matching sleep shorts size small. Nice used condition. 
Great deals on multi item bundles. 
We always package with care and ship the same or next day.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink",N/A,887,300+,1 day,51,https://poshmark.ca/listing/3-for-30-US-Polo-Association-Pink-tank-and-marching-sleep-shorts-65482b0d0274271ff8a5dda3
N/A,"
            NWOT Joker Why So Serious T Shirt Mens 2XL Heath Ledger Batman Dark Knight XXL
          ","
              C$60
            ","
              US XXL
            ","
          Dark Knight Why So Serious T-Shirt
Tag Size: Men's 2XL
Condition: New without tags
Color: Black
Material: Cotton
Measurements: See photos for measurements
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",N/A,5177,2700+,1 day,100+,https://poshmark.ca/listing/NWOT-Joker-Why-So-Serious-T-Shirt-Mens-2XL-Heath-Ledger-Batman-Dark-Knight-XXL-660418756da06e4be1d8e1dd
N/A,"
            ANRABESS BNWOT Women's Summer Short Sleeve Striped Jumpsuit/ Romper- Size Large
          ","
              C$30
            ","
              US L
            ","
          ANRABESS BNWOT Women's Summer Short Sleeve Striped Jumpsuit/ Romper- Size Large


-Measurements in photos
-Brand new without tags, excellent condition 
-35% Cotton, 60% Polyester and 5% Spandex
-Has side slit pockets and adjustable elastic waistband 



Smoke free home 🏠
Check out my other listings, no offer is too low
Bundle & Save $$$!! 

Use code ALANNAR389 for $15 off your first order!
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,1009,600+,1 day,63,https://poshmark.ca/listing/ANRABESS-BNWOT-Womens-Summer-Short-Sleeve-Striped-Jumpsuit-Romper-Size-Large-66e65a21bc6e1c2a743924cf
Talbots,"
            Vintage  Talbots high waisted short navy blue
          ","
              C$24
            ","
              US 10
            ","
          Classic high waisted vintage short. Cotton. Navy blue.  Has minor stains not really noticeable 

Size 10
Waist about “29
Rise about “7
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue",N/A,7466,6300+,2 days,100+,https://poshmark.ca/listing/Vintage-Talbots-high-waisted-short-navy-blue-66e492b4013d2a9a7b1ae5f5
Umbro,"
            Umbro Colourblock T-Shirt
          ","
              C$25
            ","
              US S
            ","
          Great condition

Tag says size large, but fits like a small

Pink, blue, and green colourblock 

100% cotton
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Green, N/A, N/A",N/A,382,100+,1 day,17,https://poshmark.ca/listing/Umbro-Colourblock-TShirt-658b57a781078ac1b4afb262
Callaway,"
            Callaway  Opti Dri Skort Blue geometric USM tennis golf running print breathable
          ","
              C$25
            ","
              US M
            ","
          Like new condition, versatile for sports or streetwear.
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,464,100+,2 days,12,https://poshmark.ca/listing/Callaway-Opti-Dri-Skort-Blue-geometric-USM-tennis-golf-running-print-breathable-66e74ef9ac1b0410b2f073b8
Levi's,"
            LEVIS 501 Jean Denim Cut Off Shorts SIZE 31 Button Fly Distressed Womens…
          ","
              C$50
            ","
              US 31
            ","
          Levis 501 button fly jean shorts!
Size 31 - with factory distressing.
Excellent used condition.
100% Cotton.

Waist = 17 Inches
Rise = 11 Inches
Inseam = 2 Inches
Leg Opening = 11.5 Inches

★ Five Star Posh Ambassador! Fast shipping! 
★ Please double check the measurements and ask any questions below.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A, N/A",N/A,437,200+,1 day,34,https://poshmark.ca/listing/LEVIS-501-Jean-Denim-Cut-Off-Shorts-SIZE-31-Button-Fly-Distressed-Womens-66d4114e14d7a67e3fc1e7d6
Jones New York,"
            Jones New York Sport cotton green black white top geometric pattern short sleeve
          ","
              C$20
            ","
              US M
            ","
          Perfect for summer, this Jones New York Sport top is made from cotton with enough elastine to provide perfect yet comfortable fit. 

It features a small green, black and white geometrical pattern, round neck, and short sleeve.
It looks good alone as well as under a sweater or a light jacket.

Size M
Pit to Pit 19"", length 24""

95% cotton, 5% elastine, has a good stretch

Never worn. In perfect new condition. Will be shipped the next business day. Smoke and pet free home. 

    - Cotton top
    - Green, black, and white 
    - Geometrical pattern
    - Flattering fit
    - Short sleeves
    - Great for summer 
    - Looks good alone, under a sweater or a light jacket
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Green, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/03/08/65ebab57ffb5d02b7f32cdd6/s_6631944087aeb69f5c210ec8.jpg,290,50+,1 day,14,https://poshmark.ca/listing/Jones-New-York-Sport-cotton-green-black-white-top-geometric-pattern-short-sleeve-65ebab57ffb5d02b7f32cdd6
Nike,"
            Nike World Tour T (L)
          ","
              C$40
            ","
              US L
            ","
          NOTE:
A majority of items are second hand, please refer to photos for additional details (ie. stains, rips, holes, etc)

size:
L
refer to photos for measurements

condition:
used
glow in the dark back print 

follow us at @612archived on IG for more!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/14/66bd1eb4f884710b1b2cac3a/s_66bd1ec81df6365f25d062f4.jpg,797,300+,1 day,30,https://poshmark.ca/listing/Nike-World-Tour-T-L-66bd1eb4f884710b1b2cac3a
Vintage,"
            90s Vintage Brown Green Tartan Short Sleeve Shirt XXL #323
          ","
              C$15
            ","
              US XXL
            ","
          - title: 90s Vintage Brown Green Tartan Short Sleeve Shirt XXL #323
  description: |
    **90s Vintage Short Sleeve Shirt in Brown Green Tartan Pattern**

    - 65% Polyester, 35% Cotton  
    - Great condition, 8.5/10  
    - No flaws  
    - Size XXL Baggy Fit, tag says L  
    - 27 x 33 inches  

    **Each item is sold as-is. Please review the pictures and inspect thoroughly before making your purchase. We offer affordable shipping rates worldwide. Please note: we have a pet cat at home, so if you have allergies, kindly refrain from purchasing this item.**

    #VintageFashion #TartanPattern #90sStyle #PreOwnedClothing #AffordableFashion #ThriftStoreFinds #MensFashion #WomensFashion #BaggyFit #RetroClothing

Crossposted in multiple online marketplaces.
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Brown",https://di2ponv0v5otw.cloudfront.net/posts/2024/07/27/66a56409d909598c52709f0e/s_66a56af71ce666a460f455ed.jpeg,1827,1500+,1 day,100,https://poshmark.ca/listing/90s-Vintage-Brown-Green-Tartan-Short-Sleeve-Shirt-XXL-323-66a56409d909598c52709f0e
Led Zeppelin,"
            Led Zeppelin T Shirt, United States Of American, 1977, Graphic, Size L, NWT
          ","
              C$39
            ","
              US L
            ","
          Led Zeppelin T Shirt
*United States Of American, 1977, Graphic
*Size Large
*Colour is a heather darkish blue
*New With Tags
*50% Cotton, 50% Polyester
*This is a soft, lightweight shirt

Approx Measurements: (Laying Flat)
*Pit to pit - 20""
*Length - 28""
*Sleeve Length - 8""

***No pets, non smoking home***

**Colour may vary slightly from photos due to lighting

****New to Poshmark? Use code FERAS_FAB_FINDS to sign up
and get a $15 credit off your first purchase in any closet.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/26/66cd32bb3eddebf624641bed/s_66cd32bdc479b878175b1826.jpeg,811,300+,1 day,70,https://poshmark.ca/listing/Led-Zeppelin-T-Shirt-United-States-Of-American-1977-Graphic-Size-L-NWT-66cd32bb3eddebf624641bed
Nike,"
            Nike Dri Fit Black Short Sleeve Training Zip Up (women's XL)
          ","
              C$40
            ","
              US XL
            ","
          NOTE:
A majority of items are second hand, please refer to photos for additional details (ie. stains, rips, holes, etc)

size:
women's XL 
refer to photos for measurements

condition:
used

follow us at @612archived on IG for more!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/14/66bd1e76280cc690d014869c/s_66bd1e83dc8a4e81a9b12f10.jpg,797,300+,1 day,30,https://poshmark.ca/listing/Nike-Dri-Fit-Black-Short-Sleeve-Training-Zip-Up-womens-XL-66bd1e76280cc690d014869c
lululemon athletica,"
            LULULEMON TENNIS SKORT
          ","
              C$45
            ","
              US 12
            ","
          In excellent condition!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/08/66dde71a8a00e3e1067ca9ad/s_66dde72d0a60d5287911525c.jpg,229,95+,1 day,3,https://poshmark.ca/listing/LULULEMON-TENNIS-SKORT-66dde71a8a00e3e1067ca9ad
Joe Fresh,"
            Joe Fresh men's med BNWT yellow with black stripes T shirt
          ","
              C$24
            ","
              US M
            ","
          Joe Fresh brand

Men's size medium.
Yellow with horizontal black stripe pattern.
Crew neck style.
Short sleeve T-shirt.
Soft, comfy feel.

Brand new with tags, no flaws that I can see.

Please see pics for approx dimensions.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Yellow, Black, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/01/24/65b1c112a0e6c662409bd4fc/s_65b1c174c5df6cb7f739de18.jpg,382,100+,2 days,13,https://poshmark.ca/listing/Joe-Fresh-mens-med-BNWT-yellow-with-black-stripes-T-shirt-65b1c112a0e6c662409bd4fc
lululemon athletica,"
            Lululemon shorts size 6
          ","
              C$34
            ","
              US 6
            ","
          Lululemon shorts size 6 inseam 3”
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/09/66df94ed0c0a3f4c5c0d8dac/s_66e09e1a280cc6dbac2a943d.png,1940,500+,2 days,45,https://poshmark.ca/listing/Lululemon-shorts-size-6-66df94ed0c0a3f4c5c0d8dac
Quiksilver,"
            quiksilver t-shirt Men’s Light Blue XXL Activewear Big Logo Mountain Wave
          ","
              C$15
            ","
              US XXL
            ","
          Stay comfortable and stylish in this Quiksilver Men's Light Blue XXL T-Shirt. Featuring a big logo of the iconic mountain wave, this regular fit tee is perfect for casual wear or as activewear. Made for men, this blue shirt is a must-have addition to any wardrobe for those who love the Quiksilver brand.

Regular Fit

EUC shown in pictures, no holes

Armpit to armpit 24.5”

Top from right of collar to bottom 30”
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/11/66e1b197db3a6fd4d4727cb8/s_66e1b200e825d174b1fa8155.jpeg,84,15+,1 day,--,https://poshmark.ca/listing/quiksilver-tshirt-Mens-Light-Blue-XXL-Activewear-Big-Logo-Mountain-Wave-66e1b197db3a6fd4d4727cb8
dkny golf,"
            DKNY Golf Black/White/Blue Short Sleeve Shirt Sz L
          ","
              C$35
            ","
              US L
            ","
          This super cute golf shirt by DKNY Golf is sure to be a staple in your golf closet. A flirty zipper neckline. A mock collar. Short sleeves. Lightweight. Size large. Excellent condition.

Chest 21”
Length 26”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/15/66e7784625b2f26a565d9bcf/s_66e77847c383720f77630170.jpeg,1478,1200+,1 day,100+,https://poshmark.ca/listing/DKNY-Golf-BlackWhiteBlue-Short-Sleeve-Shirt-Sz-L-66e7784625b2f26a565d9bcf
Billabong,"
            Billabong men’s board shorts
          ","
              C$28
            ","
              28”
            ","
          Billabong men’s board shorts
Platinum X Stretch 

100% polyester 
Side pockets
Back buttoned pocket

Bundle & save even more. Loads of clothes, books, games & puzzles in my closet. 🧩📚🎲

🔝rated seller
💌 Quick shipper
🌟 Posh Ambassador 
😀 Service with a smile
♻️ Reused packaging
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray",https://di2ponv0v5otw.cloudfront.net/posts/2023/03/12/640e6f569464f3aca8a840ec/s_640e6f8c8d7a3c5c61d2882e.jpg,8309,5000+,1 day,100+,https://poshmark.ca/listing/Billabong-mens-board-shorts-640e6f569464f3aca8a840ec
torrid,"
            Torrid Vibrant Mama Pink Tee Sz 2 NWT
          ","
              C$12
            ","
              Torrid Size 2
            ","
          Classic fit
Soft
50% Polyester
37% Cotton
13% Rayon
        ","Price Dropped: 14%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink",https://di2ponv0v5otw.cloudfront.net/posts/2022/07/04/62c371959b5a4dc82cdbfe83/s_62c371b0c693bdd96376f59a.jpg,857,400+,1 day,100+,https://poshmark.ca/listing/Torrid-Vibrant-Mama-Pink-Tee-Sz-2-NWT-62c371959b5a4dc82cdbfe83
Kappa,"
            Girls Kappa t-shirt
          ","
              C$6
            ","
              US XL (Girl)
            ","
          In used good-fair condition

Kappa sizing sometimes runs smaller than usually. Please check measurements.

Materials
Shell
100% cotton 

Rib
97% cotton
3% spandex 

Measurements 
Length: 22.5 inches 
Armpit to armpit: 16.5 inches 
Sleeve length: 5 inches

Size XL
        ","Seller Discount: 10% off 3+ Bundle, Price Dropped: 14%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2023/12/06/657072557f29dd311b011fd2/s_66bd6095c38372e33235a262.jpg,322,100+,1 day,41,https://poshmark.ca/listing/Girls-Kappa-tshirt-657072557f29dd311b011fd2
Cami NYC,"
            NWOT Cami NYC black & white gingham print shorts
          ","
              C$125
            ","
              US S
            ","
          NWOT never worn Cami NYC black and white gingham print shorts
Size S
**  Please note: no care label or fabric composition label attached  **

* Only the shorts are for sale *

Cami NYC Matilda shorts
Black mini gingham
Black and white small gingham print

High waisted
Hidden zipper and hook & eye closure at centre back
Waistband elasticized at the sides
Fully lined

100% silk

Please note: no care label or fabric composition label
Dry clean and steam only (according to Cami NYC website)

Please expect colour variation due to lighting

Due to the delicate nature of this item & its fabrication, please expect some uniqueness, surface variations / differences, imperfections, pulls or pilling


Stock photos: Garmentory, Nordstrom, Editorialist
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,3374,1500+,1 day,100+,https://poshmark.ca/listing/NWOT-Cami-NYC-black-white-gingham-print-shorts-610b64d3cc9aa2046e439142
Criquet,"
            Criquet Mens Button Down Shirt Top Blue Mesh  Short Sleeve Golf Cotton Nylon XL
          ","
              C$21
            ","
              US XL
            ","
          - EUC - Excellent Used Condition - no signs of visible wear - see photos for reference

- Measurements: All measurements are taken laying flat, provided in the photos.

- Questions: Let me know if you have any, I would be happy to answer them!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, White, N/A, N/A",N/A,6195,4000+,1 day,100+,https://poshmark.ca/listing/Criquet-Mens-Button-Down-Shirt-Top-Blue-Mesh-Short-Sleeve-Golf-Cotton-Nylon-XL-669fc693e34c308226b9033a
J. Jill,"
            J Jill 100% Pima Cotton Tunic length tee T-Shirt BLACK Medium M
          ","
              C$25
            ","
              US M
            ","
          J. Jill
Tunic length Tee T-Shirt
Black
100% Pima Cotton 
Medium M
Elbow sleeve (sleeves come to the elbow - not over)
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",N/A,2298,1800+,1 day,100+,https://poshmark.ca/listing/J-Jill-100-Pima-Cotton-Tunic-length-tee-TShirt-BLACK-Medium-M-66df02a38e40fdd33b646a98
Vintage,"
            Vintage Silk Sequin Beaded Iridescent Puff Pleated Short Sleeve Button Up Blouse
          ","
              C$135
            ",N/A,"
          Vintage Silk Sequin Beaded Iridescent Puffed Poof Pleated Short Sleeve Button Up Blouse Cardigan Top

Made in Japan

Hook and eye button-up style

No material tag but I'm positive the lining is 100% silk based on the texture, and look

Beautiful periwinkle purple blue green shimmery shiny reflective rainbow colors

No size tag but can fit a size L, M, or S depending on your desired fit. Listed under all sizes but only selling the one shirt

Excellent 9.5/10 pre-owned vintage condition. A few missing beads on the back of the collar but it is unnoticeable when being worn






Style Tags:

New Years Eve, NYE Party, Poofed, Vintage, MCM, Mid-Century Modern, Mod, Preppy, Dark or Light Academia, European, Quiet Luxury, Understated Luxe, Sophisticated, Classic, Old Money, Coastal, Beach, Resort, Resortwear, Vacation, Travel, Nautical, Light, Lightweight, Tropical, Exotic, White Lotus Aesthetic, Funky, Fun, Bright, Bold, Statement, Saturated, Rainbow, Artsy, Art, Indie, Playful, Maximalism, Flamboyant, Vibrant, Disco, Whimsical, Victorian, Fairycore, Fairy, Mermaidcore, Mermaid, Princess, Royal, Story Book, Fantasy, Romantic, Cute, Twee, Bridgerton, Regency, Hippie, Bohemian, Boho, Sexy, Baddie, Hot, Trendy, Going Out, Party, Club, Clubbing, Dancing, Date Night, Barbie, Barbiecore, Coquette, Glam, Fancy, Dress Up, Dance, Event, Dressy, Modern, Glamorous, Avant-Garde, Semi-Formal, Cocktail Party, Wedding Guest, Unique, Effortless, Parisian, Crop, Cropped, Spring, Summer, Fall, Winter
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Purple, Blue, N/A, N/A, N/A",N/A,9053,4200+,2 days,100+,https://poshmark.ca/listing/Vintage-Silk-Sequin-Beaded-Iridescent-Puff-Pleated-Short-Sleeve-Button-Up-Blouse-661aa616c4b73ad0e7d15431
The Golden Girls,"
            The Golden Girls Stay Golden Graphic Short Sleeve Shirt
          ","
              C$35
            ","
              US XS
            ","
          The Golden Girls Stay Golden Graphic Short Sleeve Shirt 
The Golden Girls, t-shirt, short sleeve 
88% cotton, 12% polyester 
Size XS 
Great condition 

Measurements 
20” Pit-to-Pit 
32” Long 

Great shirt for those fans of The Golden Girls! 

🥰Bundle to save more🥰
        ",N/A,"N/A, N/A, N/A, Gray, Pink, N/A, N/A, N/A",N/A,1717,1400+,1 day,100+,https://poshmark.ca/listing/The-Golden-Girls-Stay-Golden-Graphic-Short-Sleeve-Shirt-669ff5eddc327d37d54fd969
Disney,"
            NWT STAR  WARS T-shirt size S
          ","
              C$10
            ","
              US S
            ","
          NWT Star Wars size S
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, Orange",N/A,1423,500+,1 day,56,https://poshmark.ca/listing/NWT-STAR-WARS-Tshirt-size-S-66e5d0e4ba3d48d9dd084cc3
Vans,"
            Vans Swim Board Shorts Tropical Print Size 28
          ","
              C$15
            ","
              US 28
            ","
          Fabric: 90% polyester, 10% elastane
Colour: Multi-colour tropical print
Style: Board shorts
Size: 28W
Condition: Good (pre-loved), no damage, wear or tears. Comes from a smoke-free home.
Brand: Vans

Feel free to reach out for more details!
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Black, N/A, N/A, N/A",N/A,154,90+,1 day,6,https://poshmark.ca/listing/Vans-Swim-Board-Shorts-Tropical-Print-Size-28-66bff11d74cb47e617dbefd9
Fruit of the Loom,"
            Fruit of the Loom Custom Graphic Novelty Tee T-shirt Normal People Scare Me NIP
          ","
              C$25
            ","
              US L
            ","
          👕  Novelty statement t-shirt, ""Normal People Scare Me"", all cotton tee made by Fruit of the Loom
Features: short sleeve, colourful personally designed graphic, double stitched hemline, and sleeves, stretch fabric
Colour: White, black, yellow, orange, red, blue
Fabric: 100% Cotton
Made: Honduras
Care: Machine washable
Size: US Large
Approximate Measurements: Chest 44"" [unstretched], Length 29""
Please note 👉🏼 approximate measurements are provided as a courtesy and are not a guarantee of fit. Please ask questions if you are unsure.
Condition: New in package, never worn, with packaging sticker

# 0009

  🛍 🎀 Bundle items from my Closet - Pay only one shipping fee! 🎀 🛍
  🎪 Posh Ambassador 📦 Same Day Shipping 🚭 Smoke-Free Home 🌟 Top Rated Seller
💰 New to Poshmark Canada? Sign up with code PRINCESSLABELS and save $15 on your first purchase.
 
Artsy, Biker, Comfortable, Cruelty Free, Earth friendly, Grunge, Hippie, Minimalist, New York, Novelty Tee, Punk, Simple, Southern, Streetwear, Sustainable, Timeless, Trending, Unisex, Work,
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White, Gold, N/A, N/A, N/A",N/A,1975,800+,1 day,100+,https://poshmark.ca/listing/Fruit-of-the-Loom-Custom-Graphic-Novelty-Tee-Tshirt-Normal-People-Scare-Me-NIP-66c26bba9b37c79daccfe588
Jones New York,"
            Jones New York Thin Knit Blue White Cotton Short Sleeve Button Down Blouse Sz. M
          ","
              C$26
            ","
              US M
            ","
          This blouse is made of thin and very soft knitted fabric. It will look stunning on you if you  combine it with black or white bottoms. 

The blouse is fitted and features 4 oversized buttons and geometric patterns in white,  blue, and midnight blue. 

Could be worn with skirts or trousers in office environments or casually with jeans. The first button is just below the breastbone. Cami is recommended for business like occasions.

Great for summer. 

Size M
Approximate measurements laying flat:
Pit to Pit 19"", Length 22""

99% cotton 
1% other 

In excellent pre-owned condition. Smoke and pet free home. Colors are consistent - inconsistency on some photos is due to shadows. 

tags: stylish, summer, office, professional, business, casual, sport, universal, feminine
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,290,50+,1 day,14,https://poshmark.ca/listing/Jones-New-York-Thin-Knit-Blue-White-Cotton-Short-Sleeve-Button-Down-Blouse-Sz-M-6672454f896c3819e4e0147a
Kingstree Classic,"
            Kingstree Classic Mt Rainier National Park (M, fits S)
          ","
              C$20
            ","
              M fits S, see measurements
            ","
          NOTE:
A majority of items are second hand, please refer to photos for additional details (ie. stains, rips, holes, etc)

size:
M, fits S
refer to photos for measurements

condition:
used
single stitch 
hole to front 
fading to print 

follow us at @612archived on IG for more!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A",N/A,797,300+,1 day,30,https://poshmark.ca/listing/Kingstree-Classic-Mt-Rainier-National-Park-M-fits-S-66b6bae9027427ecf51c00f0
Mossimo Supply Co.,"
            𝅺WOMEN'S Mossimo Supply Co. Jeans Size 7 short bootcut
          ","
              C$22
            ","
              US 6
            ","
          Great used condition pair of Mossimo women's jeans.  Size is 7 short.  Inseam is 30""

Some distressing as indicated in photos.

Thanks for checking out my closet.
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,980,500+,1 day,70,https://poshmark.ca/listing/WOMENS-Mossimo-Supply-Co-Jeans-Size-7-short-bootcut-66be9e5fe48e86ac92323bba
O'Neill,"
            O’Neill men’s board shorts
          ","
              C$30
            ","
              38”
            ","
          O’Neill men’s board shorts

Navy and a dark mint
One side zip pocket
No tears
No pilling
Only marks noted are very faint (see pics)
Logo intact 

Bundle & save even more. Loads of clothes, books, games & puzzles in my closet. 🧩📚🎲

🔝rated seller
💌 Quick shipper
🌟 Posh Ambassador 
😀 Service with a smile
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Orange",N/A,8309,5000+,1 day,100+,https://poshmark.ca/listing/ONeill-mens-board-shorts-62b66bb4ac970269ab7c8827
hyba,"
            NWT  Hyba purple space dye vneck athletic workout shirt medium
          ","
              C$21
            ","
              US M
            ","
          Gym running activewear tshirt 

Brand new with tags and no flaws. Size is medium on the tag, check measurements below. 

Armpit to Armpit: 17""
Back of Collar to bottom of hem: 26""

Bundle for steep discounts, please check your measurements!  ☺️
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Purple, Black, N/A, N/A, N/A",N/A,8451,4400+,2 days,100+,https://poshmark.ca/listing/NWT-Hyba-purple-space-dye-vneck-athletic-workout-shirt-medium-6642618b28e1e02a9a752006
Bella Canvas,"
            Bella Canvas T-Shirt
          ","
              C$9
            ","
              US S
            ","
          Excellent condition 

Size small (unisex, but I would say it fits more like a slim women’s t-shirt)

T-shirt is very long 

Golden yellow colour
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Yellow, Gold, N/A",N/A,382,100+,1 day,17,https://poshmark.ca/listing/Bella-Canvas-TShirt-66ba0b071985246158878e68
