Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
N/A,"
            Two toned maxi long dress 🔴
          ","
              C$20
            ","
              US M
            ","
          Two tones
Long (I’m 5’6” and it comes to my ankle)
Slit pockets on either side 
Round neck
Drop shoulder with contracting color on sleeve trim
Short sleeve
100% polyester 
Had to have but Never worn,
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, White",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/14/66e582e5fe2504880241d82d/s_66e582e8cf86b120cdaf1110.jpg,783,200+,2 days,56,https://poshmark.ca/listing/Two-toned-maxi-long-dress-66e582e5fe2504880241d82d
Alaia,"
            HOST PICK! ALAIA - flared dress
          ","
              C$1,500
            ","
              40
            ","
          Beautiful pale pink Alaia dress with flared bottom feature. Condition: Excellent - new with tags. Made in Italy. Size: 40 (8 us)
        ","C$12.49C$3.99Expedited (1-7 day) Shipping on orders over C$700!, FREE authentication on items over C$700!","N/A, N/A, Pink",https://di2ponv0v5otw.cloudfront.net/posts/2020/08/18/5f3c417ace1e87419c6b354d/s_5f3c419ee13164dc34ee4bb5.jpg,2053,1500+,1 day,100+,https://poshmark.ca/listing/HOST-PICK-ALAIA-flared-dress-5f3c417ace1e87419c6b354d
Laura,"
            Laura bright jewel sleeveless evening gown
          ","
              C$60
            ","
              US 14
            ","
          Laura bright jewel evening gown in great condition. 

* pit to pit 19.5""
* flat waist 18""
* hips 22.75""
* upper lining
* 88% polyester, 12% spandex 

Unless otherwise stated in the description my closet items have no flaws, stains, major pilling, or holes. Bundle to save!

Style profile: evening, formal, gown, wedding
        ",N/A,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/05/66b120e1142ad483d61fac10/s_66d13d0ed399ff0a8608447a.jpg,1229,700+,1 day,93,https://poshmark.ca/listing/Laura-bright-jewel-sleeveless-evening-gown-66b120e1142ad483d61fac10
Novito,"
            Faux leather bandage dress
          ","
              C$15
            ","
              US S
            ","
          Strapless bandage dress with faux leather detail.
No tags but made of thick knit material

Approximate measurements taken laid flat:
Length 27""
Bust 13""
Waist 14.5""
Hip 15""
GUC
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/22/66c6fd9602742722d3dc2c04/s_66c6fd971ce666d9409bd71b.jpeg,433,200+,3 days,17,https://poshmark.ca/listing/Faux-leather-bandage-dress-66c6fd9602742722d3dc2c04
H&M,"
            H&M Emerald Green Lace Bodycon Dress 💚
          ","
              C$36
            ","
              US XS
            ","
          This elegant emerald green dress features a lace chest, sleeves, & back with a fitted body - perfect for a night out or a special occasion (or even a casual day)! ☺️

MEASUREMENTS:

* SIZE: Extra small 
* SHOULDER TO HEM: 31” 
* PIT TO PIT: 13.5” (is also stretchy)

* model measurements: waist 25.5” / hips 36.5” / bust 32b / height 5ft 6 💋
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Green, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/07/66dd0339f8847173704de28a/s_66dd0339f8847173704de28b.jpg,240,15+,1 day,2,https://poshmark.ca/listing/HM-Emerald-Green-Lace-Bodycon-Dress-66dd0339f8847173704de28a
N/A,"
            Beautiful Blue Dress With Ruffled Trim & Button Details Down The Back
          ","
              C$40
            ","
              US 6
            ","
          Beautiful Blue Dress With Ruffled Trim & Button Details Down The Back
No straps
Zipper in the back
        ",N/A,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/13/66bb3b2f0e517239c1cced6e/s_66bb3b2fb4ee5b609325eebd.jpg,302,75+,2 days,8,https://poshmark.ca/listing/Beautiful-Blue-Dress-With-Ruffled-Trim-Button-Details-Down-The-Back-66bb3b2f0e517239c1cced6e
Miss Sixty,"
            Miss Sixty Vintage y2K Denim Tunic Dress Approx Size S-M
          ","
              C$39
            ","
              See measurements
            ","
          This super cute denim tunic or minidress is in excellent preowned condition with no holes, stains or other issues.
- made in Italy
- side pockets
- pullover with buttons
- roll tab sleeves
- lightweight denim
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Blue, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/28/66cfd40a943ddb1b3fbf87d1/s_66cfd40bd90d21a5209a8c23.jpg,2589,1600+,1 day,100+,https://poshmark.ca/listing/Miss-Sixty-Vintage-y2K-Denim-Tunic-Dress-Approx-Size-SM-66cfd40a943ddb1b3fbf87d1
Maje,"
            Maje NWT 36 (S) floral hi-low dress
          ","
              C$95
            ","
              36
            ","
          A floral dress from Maje featuring a high low hem, deep v-neck front, open back, tie closure, smocked waist, side slit, pockets, and ruched 3/4 sleeves. Lined over the body part. Fits true to size, with a little bit of stretch at the waist.

Condition: brand new with tags.

Bundle and save! All reasonable offers accepted.

Fast shipping, using upcycled materials where possible.

From a smoke-free free but pet friendly home.

Feel free to reach out with any questions!

New to Poshmark? Open an account with my code MSPYK and get $15 off your first order!

summer spring high-low floral designer luxury smocked romantic feminine
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Purple, N/A, N/A, N/A",N/A,1273,500+,1 day,56,https://poshmark.ca/listing/Maje-NWT-36-S-floral-hilow-dress-65d2d210678c3aed65a5707b
Lina Tomei,"
            LINA TOMEI (Italy) ~Linen Dress (M)
          ","
              C$60
            ","
              US M
            ","
          White linen shift dress by Lina TOMEI (Italy)
Size medium (please see measurements)
Heavily crocheted bodice embellishment 
Front pockets with flaps
Side seams are knit (allows for expansion)
Fitted seams throughout 
Lightweight & cool for summer
Excellent,new condition 
Measurements: Pit to pit 19”|waist 17”| length 37” (can be easily hemmed)
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, White, N/A, N/A, N/A",N/A,1613,1000+,1 day,100+,https://poshmark.ca/listing/LINA-TOMEI-Italy-Linen-Dress-M-648743938bb2e2826d7af4b5
Princess Polly,"
            Princess Polly CHARVI Women’s Long Sleeve Black Mesh Mini Bodycon Dress Size 4
          ","
              C$60
            ","
              US 4
            ","
          Princess Polly CHARVI Women’s Long Sleeve Black Mesh Mini Bodycon Dress Size 4

In excellent, like new, condition 

DESCRIPTION
Mini dress
Slim fitting
90% reclaimed polyester 10% elastane
Mesh material
Printed design
Wide square neckline
Long sheer sleeve
Elasticated shoulders
Fixed ruching down sides
Invisible zip fastening at side
Good stretch
Fully lined
Created with high quality reclaimed polyester, this piece is made with materials that have been recovered from consumer use.

APPROXIMATE MEASUREMENTS 
Pit to Pit: 15”
Length: 28”

Offers welcome 
Bundle and save 

091224
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,357,200+,1 day,28,https://poshmark.ca/listing/Princess-Polly-CHARVI-Womens-Long-Sleeve-Black-Mesh-Mini-Bodycon-Dress-Size-4-66e32b69741271ae50d717a0
Adrian vitadini,"
            Adrian vittadini t-shirt stretchy dress medium‎
          ","
              C$24
            ","
              US M
            ","
          such a comfortable dress 19 in. dress is 35 in Long pockets on the side dress flares out quite warm
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",N/A,2529,1600+,1 day,100+,https://poshmark.ca/listing/Adrian-vittadini-tshirt-stretchy-dress-medium-66c0a7cef51a0f0003cf2754
Rails,"
            New Rails Edie Tie-Waist T-Shirt Dress Grey size XL
          ","
              C$51
            ","
              US XL
            ","
          New Rails Edie Tie-Waist T-Shirt Dress Grey 
size XL
Relaxed cotton jersey dress with a t-shirt silhouette and a flattering tie waist.
Crewneck
Short sleeves
Pullover style
Wrap tie waist
Cotton
Relaxed fit
About 36"" from shoulder to hem
Model measurements: 5'10"" tall
Model is wearing a US size Small
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray",N/A,3058,2500+,2 days,100+,https://poshmark.ca/listing/New-Rails-Edie-TieWaist-TShirt-Dress-Grey-size-XL-654c0f6d0c84276ebc2dc7d9
bebe,"
            bebe Animal Print High Low Sleeveless Dress
          ","
              C$125
            ","
              US XL
            ","
          Gorgeous high low dress featuring a high-neck, sleeveless style with a short shift dress and animal print overlay that flows/drapes beautifully. The shift dress has flex for comfort and is lined. Excellent used condition, worn only once.

Colours: Cream, Black, Orange, Teal, Brown

Materials:
Interior Dress: 100% Polyester
Lining: 100% Polyester
Overlay: 70% Viscose, 25% Rayon, 5% Spandex

Measurements:
Interior Dress:
- Chest: 18""
- Waist: 15.5""
- Length: 34.5""

Exterior Overlay:
- Length: 56""
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Cream, N/A, N/A, N/A",N/A,576,300+,1 day,63,https://poshmark.ca/listing/bebe-Animal-PrintHighLow-Sleeveless-Dress-66d30f399b37c76deecd6e0d
Madewell,"
            Madewell Tulip Sleeve Floral Flutter Sleeve Mini Dress
          ","
              C$47
            ","
              US 6
            ","
          Madewell Tulip Sleeve Floral Flutter Sleeve Mini Dress

size 6

pit to pit 19 to 21 in.
waist 15 to 16 in
length 35 in

99
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Red, Black",N/A,2942,1900+,2 days,100+,https://poshmark.ca/listing/Madewell-Tulip-Sleeve-Floral-Flutter-Sleeve-Mini-Dress-66a5b7e2d6ab5d8267942abf
Sisley,"
            SISLEY strapped flowy ruffled dress
          ","
              C$52
            ","
              US XS
            ","
          Gorgeous loose fitting feminine dress with great detailing. Ruffles, pleats, shoulder straps, one strap back. Extremely up-to-date right down to details, to colours and to fabrics, which are combined to a refined style, with no overstatements.
Approx
Pit to Pit 19”
Length from pit to hem 29”
Tag xs but flowy and could fit up to ml
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Brown, N/A, N/A, N/A",N/A,1627,1200+,1 day,100+,https://poshmark.ca/listing/SISLEY-strapped-flowy-ruffled-dress-66e3e1e0f62533d3b1f1c193
N/A,"
            Bamboo ribbed slip dress cami dress ONE SIZE fits sizes XS to XL soft + stretchy
          ","
              C$31
            ","
              US M
            ","
          Bamboo ribbed slip dress cami dress 

ONE SIZE (fits sizes XS to XL) 
Very soft + stretchy

80% Rayon From Bamboo | 17% Nylon | 3% Spandex

See pics for all details + measurements - straps are adjustable 

Tags still attached - worn once for the first three photos only… 

Find me on instagram @nadabasically :)
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,247,100+,2 days,21,https://poshmark.ca/listing/Bamboo-ribbed-slip-dress-cami-dress-ONE-SIZE-fits-sizes-XS-to-XL-soft-stretchy-66e7a215be296bd691b83784
Donna Morgan,"
            Donna Morgan silk embroidered shift dress size 16.  0325
          ","
              C$35
            ","
              US 16
            ","
          Pink/orange colour, 100% silk, acetate lining, small slit at front, 20” back zipper with covered button detail, raised embroidered floral detail on bodice, EUC, neck to hem 38”, armpit to armpit 21”, waist side to side 18”.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Pink",N/A,636,200+,1 day,37,https://poshmark.ca/listing/DonnaMorgan-silk-embroidered-shiftdress-size-16-0325-66dbe91ef3d6248ee50bbdb6
N/A,"
            Pastel Chiffon Lace Patchwork Pleated Wrap Dress Size L
          ","
              C$125
            ","
              US L
            ","
          NWT Multi-Colour Pastel Chiffon Lace Patchwork Pleated Wrap Dress

FEATURES:
Criss-cross V-neck.
Sleeveless.
Thin straps (not-adjustable).
Wrap skirt with button closure and self-tie sash.
Delicate pin-tuck pleating on the bodice and skirt.
Patchwork design with lace inserts.
Delicate and playful.
Wedding, Prom, Party.

Colours: Pink, Peach, Blue, Tan, Brown
Chest: 18""
Waist: 15""
Length: 42""

Use code MICHELLEMODE and receive C$15 off your first Poshmark order!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A, N/A",N/A,1406,900+,1 day,100+,https://poshmark.ca/listing/Pastel-Chiffon-Lace-Patchwork-Pleated-Wrap-Dress-Size-L-66d59aa3e48e86d634067a8b
Calvin Klein,"
            CALVIN KLEIN Women's Black Asymmetric Neck Scuba Sheath Dress - Size 6
          ","
              C$70
            ","
              US 6
            ","
          CALVIN KLEIN Women's Black Asymmetric Neck Scuba Sheath Dress - Size 6

Black
Sheath silhouette
Sleeveless
Asymmetrical neck with bow detail on one side
Fully lined
Back zip closure in gold hardware
Knee length
Scuba fabric, hugs body curves
Fits perfectly 
Elevated classic look
Very versatile - can be worn in office, parties, weddings, dinner dates, night outs with girlfriends 
Excellent pre-loved condition, almost new!

No Poshmark account? No Problem!
Sign up using the following code: ChickChic0825 to receive $15 credit towards your purchase on Poshmark!

Thank you for shopping at ChickChic!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black, N/A, N/A, N/A",N/A,440,100+,1 day,10,https://poshmark.ca/listing/CALVIN-KLEIN-Womens-Black-Asymmetric-Neck-Scuba-Sheath-Dress-Size-6-66dadc4f4f80f9bbe329240b
Mystic,"
            Mystic Black and White Party Dress-Satin Skirt with Crinoline - Lace Top-Size S
          ","
              C$26
            ","
              US S
            ","
          Mystic Black and White Party Dress-Satin Skirt with Crinoline - Lace Top-Size S
Hidden back zipper
Key hole Button up
Black Satin Belt
35 inches in length from shoulder seam
15 inches from armpit to armpit - has stretch
Great Used Condition - no tears, rips or stains

Party, Celebration, Valentines Day, Christmas, New Years, Satin, Lace, Floral
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,1268,800+,1 day,100+,https://poshmark.ca/listing/Mystic-Black-and-White-Party-DressSatin-Skirt-with-Crinoline-Lace-TopSize-S-66df1494fee468a9212893b8
g 21,"
            Sleeveless summer mini dress
          ","
              C$8
            ","
              US XL
            ","
          - Cotton blend
- elastic waist for customised cinch
- elastic band at the top
- sleeveless
- mini-dress
- light weight and great to wear over a swimsuit at the beach or as a cute summer dress
- P2P of 17"" up to 22""

- Items 10$ or under will only be shipped in a bundle
        ",N/A,"N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,588,300+,3 days,40,https://poshmark.ca/listing/Sleeveless-summer-mini-dress-65988d43bd06293a7f935581
Club Monaco,"
            Club Monaco 00 Kasienna navy floral embroidered mini dress
          ","
              C$85
            ","
              US 00
            ","
          A beautiful dress from Club Monaco featuring a mini length, long sleeves, embroidered flowers, and hidden zipper in the back. Lined. Fits true to size (XS).

Condition: very good, with minimal signs of wear.

Bundle and save! All reasonable offers accepted.

Fast shipping, using upcycled materials where possible.

From a smoke-free free but pet friendly home.

Feel free to reach out with any questions!

New to Poshmark? Open an account with my code MSPYK and get $15 off your first order!

embroidered floral flowers garden wedding guest feminine office mini spring summer fall
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, Pink, N/A, N/A, N/A",N/A,1273,500+,1 day,56,https://poshmark.ca/listing/Club-Monaco-00-Kasienna-navy-floral-embroidered-mini-dress-6693b6d00a60d562cb74b434
Guess,"
            GUESS Denim Front Zip Dress
          ","
              C$45
            ","
              US XS
            ","
          Retro, tank style, medium wash
Has stretch 2% Spandex
Sleeveless & cool for summertime 
Excellent condition & craftsmanship 
Full, functional heavy front zipper
Retro style silver circle zipper pull
Form fitting, with stretch
Size XS (see photos for measurements)
EUC- 10/10 condition
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,1613,1000+,1 day,100+,https://poshmark.ca/listing/GUESS-Denim-Front-Zip-Dress-666da974154600880fbb4bc2
leifsdottir,"
            Leifsdottir dress - ANTHROPOLOGIE - sz 0
          ","
              C$59
            ","
              US 0
            ","
          Cream & Black dress in excellent used condition.  Fully lined, no stains, no rips.
Size XS. Length is above the knee.
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A",N/A,84,15+,1 day,3,https://poshmark.ca/listing/Leifsdottir-dress-ANTHROPOLOGIE-sz-0-66d58782db3a6f1b32e2e048
Only,"
            ONLY Summer 2024 May Dress Ladies Size Large in a Navy Blue / White Stiped
          ","
              C$35
            ","
              US L
            ","
          ONLY Summer 2024 May Dress Ladies Size Large in a Navy Blue / White Stiped 

Pit to pit - 24 inches
Length - 40 inches
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,1539,900+,1 day,100+,https://poshmark.ca/listing/ONLY-Summer-2024-May-Dress-Ladies-Size-Large-in-a-Navy-Blue-White-Stiped-66bf6401694d72b3dc7f4d82
Diane Von Furstenberg,"
            DVF: rich purple Jori stretch jersey dress
          ","
              C$150
            ","
              US 14
            ","
          Very pretty rich purple curve flattering DVF strech jersey dress. size: 14 condition: excellent!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Purple",N/A,2053,1500+,1 day,100+,https://poshmark.ca/listing/DVF-rich-purple-Jori-stretch-jersey-dress-664925b8bfd9a61cbb04069a
TNA,"
            Aritzia TNA Charcoal Grey  T-shirt Dress Size XS
          ","
              C$28
            ","
              US XS
            ","
          TNA Charcoal Grey Crew Neck T-shirt Dress a large XS
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray",N/A,1385,800+,1 day,100+,https://poshmark.ca/listing/Aritzia-TNA-Charcoal-Grey-Tshirt-Dress-Size-XS-66c50707f4d1796034fe3cfa
mercer & madison,"
            Mercer & Madison Long Sleeve Dress
          ","
              C$55
            ","
              US L
            ","
          Shoulders = 18in
Pit to Pit = 20in
Length = 35in
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black",N/A,1004,400+,1 day,54,https://poshmark.ca/listing/Mercer-Madison-Long-Sleeve-Dress-66d91d7b07ac5501439eaf6e
Stella Tweed,"
            STELLA TWEED Black Floral Dress Size M
          ","
              C$24
            ","
              US M
            ","
          STELLA TWEED Black Floral Dress Size M
Double Lining
Chiffon Fabric
EUC
        ","Seller Discount: 20% off 2+ Bundle, Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Pink, Black, N/A",N/A,2482,700+,2 days,86,https://poshmark.ca/listing/STELLA-TWEED-Black-Floral-Dress-Size-M-6424e80e52eee1e8b57ed3cb
bryn Walker,"
            Bryn Walker Black Oversized Modal Blend Long Dolman Sleeve Dress Small
          ","
              C$50
            ","
              US S
            ","
          Bryn Walker Black Oversized Modal Blend Long Dolman Sleeve Dress Small 

This Bryn Walker black modal blend long sleeve dress is perfect for making a bold fashion statement.
Crafted from a lightweight, breathable fabric, the long and flowy silhouette is tailored in an elegant lagenlook style for sophisticated and modern look.
Luxurious yet simple, this modal blend midi dress is sure to turn heads wherever you go!

In excellent pre-owned condition
Armpit to armpit 30""
Length 37""
Bottom hem 19""

68% Modal
24% Nylon
8% Spandex
Made in USA
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,1835,1000+,1 day,100+,https://poshmark.ca/listing/Bryn-Walker-Black-Oversized-Modal-Blend-Long-Dolman-Sleeve-Dress-Small-66c51ae6206847d7504e76ff
Alice + Olivia,"
            Alice + Olivia NWT US S navy polka dot bubble dress, 100% silk
          ","
              C$60
            ","
              US S
            ","
          A beautiful, luxurious dress with a unique bubble hem. The outer is made from 100% silk. Brand new with tags.

Bundle and save! All reasonable offers accepted. 

Fast shipping, using upcycled materials where possible. 

From a smoke-free free but pet friendly home. 

Feel free to reach out with any questions! 

New to Poshmark? Open an account with my code MSPYK and get $15 off your first order!

unique contemporary stealth wealth quiet luxury designer silk natural fibres avant garde summer spring cocktail bubble puffy bubble
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,1273,500+,1 day,56,https://poshmark.ca/listing/Alice-Olivia-NWT-US-S-navy-polka-dot-bubble-dress-100-silk-66be6514c9af8c98efc2a9b3
Joseph Ribkoff,"
            Joseph Ribkoff black dress with stud details
          ","
              C$150
            ","
              US 6
            ","
          Stunning dress! 
Material tag removed: 68% polyester, 26% polyurethane and 6% spandex 
3/4 sleeves 
Back zipper 
Pockets 
Excellent condition
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black, N/A, N/A",N/A,1084,800+,1 day,100+,https://poshmark.ca/listing/Joseph-Ribkoff-black-dress-with-stud-details-66ce5ac30e51722bc8634f31
Gianni Bini,"
            GIANNI BINI Tropical Print Dress
          ","
              C$59
            ","
              US S
            ","
          Exquisite sheath style dress from Gianni BINI
Size Small (see manufacturer sizing guide)
Imported from Argentina 
Subdued tropical colouring (beige,green,gold)
Waist & back cutouts 
Hidden full back zipper
Completely lined
Front slit
Gianni BINI dresses sell at Dillards for $250+
Excellent used condition 10/10
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Cream, Gold, N/A, N/A, N/A",N/A,1613,1000+,1 day,100+,https://poshmark.ca/listing/GIANNI-BINI-Tropical-Print-Dress-664f3d63d3309fd03329a8cc
Nike,"
            Nike Golf Tour Performance Dress
          ","
              C$56
            ","
              US S
            ","
          Black pink grey light sporty gold dress 
Worn once, excellent condition
pockets in the front and zip pocket in the back 
polo dress
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Purple, Black",N/A,1002,800+,2 days,100+,https://poshmark.ca/listing/Nike-Golf-Tour-Performance-Dress-66df944ac24a6dc3dbf580a3
N/A,"
            REFORMATION Wallflower Dress in Mustang-0
          ","
              C$249
            ","
              US 0
            ","
          Upgrade your wardrobe with our stunning Wallflower Midi dress In Mustang

Featuring smocked elastic cuffs, a back zip, sweetheart neckline with shirring at the center bust and high slit, this dress offers both comfort and style.


- High slit for added allure.
- Comfortable fit
- Versatile design
- Perfect for any occasion
- Trendy and stylish.
- Effortless style.

In Excellent condition with light wear. No visible flaws. 



Measurement (approx) Laying Flat
Bust: 17""
Waist: 13""
Hip: 18""
Length: 45""
Sleeve Length: 45""
        ",N/A,"N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,1346,1000+,1 day,100+,https://poshmark.ca/listing/REFORMATION-Wallflower-Dress-in-Mustang0-6686ab18cf86b1940b3fd228
Zara,"
            ZARA Violet blue tube strapless cutout 3D floral roses detail mini dress
          ","
              C$30
            ","
              US XXL
            ","
          ZARA Violet blue color, strapless/tube, all lined, 3D floral roses, cut out, back invisible zipper, ruched, flattering sexy, mini dress, size XXL.

Mob wife, show stopper, cocktail, prom, events, wedding, night out, date night, trendy, summer, vacation.

Great pre-loved condition, like new!

Measurements (all aproximative):

Bust/pit to pit: 16.5""
Waist: 14""
Hips: 19""
Length: 27"" (from under-arm to bottom)


MAKE YOUR OFFER!

BUNDLE & SAVE!!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Purple, N/A, N/A, N/A",N/A,2204,1500+,2 days,100+,https://poshmark.ca/listing/ZARA-Violet-blue-tube-strapless-cutout-3D-floral-roses-detail-mini-dress-66dcf8636da06e64b826a970
Karen Millen,"
            Karen Millen silk dress size 8 US abstract shift pure yellow blue short …
          ","
              C$135
            ","
              US 8
            ","
          Karen Millen yellow and blue dress

Shift style

Round neck

Short sleeve

Pure silk

Dipped hem

Size 8 US
Length approx 36"" at front and 40"" at back
In excellent condition
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, Blue",N/A,462,100+,1 day,34,https://poshmark.ca/listing/Karen-Millen-silk-dress-size-8-US-abstract-shift-pure-yellow-blue-short-66adc638ce663fa46e0e8908
Lafayette 148 New York,"
            Lafayette 148 New York Purple Leopard Fit and Flare Dress
          ","
              C$110
            ","
              US 8
            ","
          Lafayette 148 New York
Style: Fit and Flare 
Size: 8 
Features: Leopard pattern dress. V neck. Back zipper. Pleated bodice. Empire waist, fit and flare style. Lined. 
Color: Navy blue and purple. 
Material: 100% cotton. 
Condition: Gently used and in excellent condition 
Measurements: Pit to pit. 18”; Waist. 16”; Length-38"".
Please see pictures for details as pictures are part of descriptions.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Purple, Black, N/A, N/A, N/A",N/A,877,400+,3 days,74,https://poshmark.ca/listing/Lafayette-148-New-York-Purple-Leopard-Fit-and-Flare-Dress-669b068fb591edccde85efde
N/A,"
            White Beach Dress Size M
          ","
              C$24
            ","
              US M
            ","
          White Beach Dress Size M
Beautiful Printed
EUC
Bust 38 inches
waist 40
Hips 42
Length 36
        ","Seller Discount: 20% off 2+ Bundle, Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, White, Cream",N/A,2482,700+,2 days,86,https://poshmark.ca/listing/White-Beach-Dress-Size-M-64aaf972253a8cbbb01ed737
Zara,"
            Zara Mini Dress
          ","
              C$20
            ","
              US XS
            ","
          Zara Gray/Silver Mini Dress
Never been worn. 
In great condition.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, Silver, N/A, N/A, N/A",N/A,1112,400+,1 day,45,https://poshmark.ca/listing/Zara-Mini-Dress-5ed447979ad844d2b36a95e6
Garage,"
            Garage Floral Dress Ruffle Neck Strappy Elastic Waist
          ","
              C$21
            ","
              US M
            ","
          Garage Woman Floral Ruffle Neck Strappy Elastic Waist Pullover Dress 
Size M
100% Rayon
Adjustable spaghetti straps
Ruffle neckline
Elastic and tie waist
Armpit to armpit approximately 17""
underarm to hem approximately 25""
in good condition
        ","Price Dropped: 13%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A",N/A,794,400+,2 days,72,https://poshmark.ca/listing/Garage-Floral-Dress-Ruffle-Neck-Strappy-Elastic-Waist-6539ea241741be46191cf3c0
N/A,"
            Red & White Floral Halter Neck Mini Dress
          ","
              C$42
            ","
              US 8
            ","
          This halter neck mini dress with floral print is perfect for summer! 🍒

Features interior lining. The fabric is sporty and very solid & durable. There is also a zipper at the back of the dress. 

MEASUREMENTS:

* SIZE: 8 (making it a medium)
* WAIST: 29”
* HIPS: 39”
* BAND: 33” 
* PIT TO HEM: 24” 
* LENGTH: IS ADJUSTABLE FROM TOP HALTER STRAPS

* model measurements: waist 25.5” / hips 36.5” / bust 32b / height 5ft 6 💋
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red, White, N/A, N/A, N/A",N/A,240,15+,1 day,2,https://poshmark.ca/listing/Red-White-Floral-Halter-Neck-Mini-Dress-66dcc36c9d05c4b7f9d22e82
