Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
Laurel Burch,"
            Laurel Burch Vintage Multi-Color Dog Silk Scarf
          ","
              C$30
            ","
              US OS
            ","
          Vintage Laurel Burch Multi-Color Dog Silk Scarf
100% silk

So many ways to style this accessory! Wear it in your hair, tie it around a purse or wear as a scarf around your neck. 
Add a fun pop of color to your outfit! 

Good pre-owned condition with minor signs of wear - some fraying along edges (pictured)
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White, Yellow",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/10/66b803c207ac55c41934403c/s_66b8fa35896c38ad0b7cbf0c.jpg,2837,2700+,2 days,100+,https://poshmark.ca/listing/Laurel-Burch-Vintage-MultiColor-Dog-Silk-Scarf-66b803c207ac55c41934403c
Wilfred,"
            Aritzia Wilfred Genuine Leather Wide Belt Womens M Gray Preppy Boho Whimsygoth
          ","
              C$30
            ","
              Womens Size Medium
            ","
          Elevate your style with this gorgeous Wilfred wide belt made from 100% genuine leather. The belt features a solid gray color with a buckle accent, perfect for adding a touch of glam to any outfit. The adjustable belt width and size M make it a versatile addition to any wardrobe. This belt is perfect for any occasion and can be paired with a variety of themes including cosplay, glam, french core, dramatic, travel, classic, gothic, old money, preppy, western, traditional, avant garde, new money, casual, lagenlook, boho, southwestern, and whimsygoth. It also has a variety of features such as buckle and adjustable, making it a comfortable and stylish accessory.

36 inches end to end (measuring the belt not the backing and without the buckle)

I inspect and describe the item to the best of my ability. Colour may vary slightly depending on lighting and/or computer monitor. Please use the zoom tool to take a close look at the piece. Pictures are part of the description.
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/13/66e4b790fedc5c4b22b4d44e/s_66e4b8a45af6e6b8d0b5259d.jpeg,8,--,--,--,https://poshmark.ca/listing/Aritzia-Wilfred-Genuine-Leather-Wide-Belt-Womens-M-Gray-Preppy-Boho-Whimsygoth-66e4b790fedc5c4b22b4d44e
47,"
            Blue Jay's Baseball Cap Hat Adjustable Size 47 Authentic Merchandise
          ","
              C$23
            ","
              US OS
            ","
          Represent the Toronto Blue Jays in style with this adjustable baseball cap. Designed for comfort and durability, this hat features an adjustable back to ensure the perfect fit. The iconic Blue Jays logo is prominently displayed on the front, making it a must-have for any die-hard fan. Whether you're cheering from the stands or rocking a casual look, this cap is the perfect accessory.
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/13/66e41aef3fd8e7153f19acdb/s_66e41af5142ad4f7647f0046.jpg,72,10+,2 days,--,https://poshmark.ca/listing/Blue-Jays-Baseball-Cap-Hat-Adjustable-Size-47-Authentic-Merchandise-66e41aef3fd8e7153f19acdb
Vintage,"
            Deadstock Y2K Stylee black velvet scrunchie comb hair fastener
          ","
              C$17
            ","
              4.5×7""
            ","
          Stylee
Smart hair products and fashion accessories
Estimated late 1990s / early 2000s

Oversized double comb hair fastener
• Four rows of black velvet scrunchies 
• Dual large hair combs
• Instructions with illustrations and photos
• Can be used to secure a ponytail, half ponytail, French roll, and/or whatever else you can think of

*For reference, my lovely model has very long hair and was able to secure it all in an identical fastener (actual item still unused).

Deadstock / NWT Vintage

🌹2/$22 or 3/$28🌹
Just add to your bundle with one or two more $17 items from my closet, and I'll take the $12 or $23 off your total! If you add any other items on top of that, I'll discount those too😊 Other $17 items don't appeal to you? Mix and match any three or more items for a discount of at least 20%😃

*What about CCO?*
On Closet Clear Out Fri/Sun, Poshmark provides a 6 hour shipping discount on any item after a price drop of at least 10% (to min. $15) when you tap ""Buy Now"" on the listing - which means it doesn't work on bundles - But! I can combine multiple items into one new listing so you can get the shipping discount AND the deal😉 Just let me know and I'll make it happen!

New to Poshmark? Use my code: ITWASTODAY when you register and Posh will take C$15 off your first purchase😊
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,1276,700+,1 day,100+,https://poshmark.ca/listing/DeadstockY2K-Stylee-black-velvetscrunchie-comb-hair-fastener-66c65c315c465ebdb6262b31
N/A,"
            2/$15 Cute Balloon Dog Keychain/Pendent/Jewelry Key Ring Accessories/Gift
          ","
              C$12
            ","
              US OS
            ","
          Mix and match with any 2/$15 items in my closet! 


2/$15 Cute Balloon Dog Keychain/Pendent/Jewelry Key Ring Accessories/Gift 


-Brand new keychain to add some personality to your keychain/purse 
-Roughly 3 inches in height



Smoke free home 🏠
Check out my other listings, no offer is too low
Bundle & Save $$$!! 

Use code ALANNAR389 for $15 off your first order!
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Silver, Black, N/A, N/A, N/A",N/A,1009,600+,1 day,63,https://poshmark.ca/listing/215-Cute-Balloon-Dog-KeychainPendentJewelry-Key-Ring-AccessoriesGift-66e7dbe96da06ea020e4b246
Love & Lore,"
            Love & Lore Scarf, Mittens, Toque/Beanie - Blue winter accessories
          ","
              C$40
            ","
              US OS
            ","
          Not used many times - used but still in excellent condition

Colour - Blue

Purchased from Chapters/Indigo
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,211,35+,1 day,7,https://poshmark.ca/listing/Love-Lore-Scarf-Mittens-ToqueBeanie-Blue-winter-accessories-66b00369b3ef62d3f7a196ac
Signatures,"
            Adult University of IOWA HAWKEYES CAP Gray- OSFM - Adjustable strapback velcro
          ","
              C$20
            ","
              US OS
            ","
          Stay true to your University of IOWA pride with this classic Baseball Cap in grey. Featuring the iconic HAWKEYES logo, this adjustable cap is perfect for Unisex Adults looking to show off their school spirit. Made with high-quality materials, this one-size-fits-most cap is a must-have accessory for any fan of the University theme. Perfect for completing your game day outfit or casual everyday wear, this cap is a versatile addition to any wardrobe.

Pre-owned and cleaned to manufacturers instructions. Condition seen in photos
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray, N/A, N/A, N/A",N/A,86,15+,1 day,--,https://poshmark.ca/listing/Adult-University-of-IOWA-HAWKEYES-CAP-Gray-OSFM-Adjustable-strapback-velcro-66db39137fc826257de71f42
Source Unknown,"
            Macrame Hand Made  Key Chain Keys Purse Keyring Wallet Car Cute Accessory Girly
          ","
              C$14
            ","
              US OS
            ","
          Add a little whimsy to your key chain with this hand made beauty!
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Cream, N/A, N/A, N/A",N/A,404,100+,1 day,40,https://poshmark.ca/listing/Macrame-Hand-Made-Key-Chain-Keys-Purse-Keyring-Wallet-Car-Cute-Accessory-Girly-66e4634725b2f2dfdbae5f78
N/A,"
            Never Used - Panther Vision Powercap 3.0 - Headlamp in a hat - Athletic
          ","
              C$30
            ","
              US OS
            ","
          Never used - excellent condition - although I did scrape the edge of the light a bit when removing it to charge

Rechargeable

For Woman and Men

Excellent for running or in your car for emergencies

Winter accessories
        ","Price Dropped: 14%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,211,35+,1 day,7,https://poshmark.ca/listing/Never-Used-Panther-Vision-Powercap-30-Headlamp-in-a-hat-Athletic-66dfa202b4ee5b9c01c09f0c
N/A,"
            Skinny Scarf | Hand Bag, Neck Scarf (2 pieces) - Color Set #1 / Brand NEW
          ","
              C$13
            ","
              Approx. 1.5cm x 39.3cm
            ","
          ✨️ An elegant long skinny scarf premium quality, multipurpose use.  Wrap around your handbag handles to protect your purse or use as a bow accent.

This scarf is long and narrow, and is very versatile.  You can use it as a hair accessory, neck scarf, bag charm, and more.  Small, but colorful, a twilly can easily work with any outfit.  A twilly scarf can also help extend the wear and tear of your handbag handles, they are ultra soft and adds a nice pop of color.

Satin

Shipping is next business day
Please let me know if you have any questions.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Orange, N/A, N/A, N/A",N/A,835,400+,1 day,76,https://poshmark.ca/listing/Skinny-Scarf-Hand-Bag-Neck-Scarf-2-pieces-Color-Set-1-Brand-NEW-66a44dfa49d8d8ea7d9cd4c1
Glentana,"
            New Vintage Mohair Wool Super Long Scarf With Fringe Ivory Off-White
          ","
              C$55
            ","
              US OS
            ","
          Made in Scotland 70% Mohair 30% Wool new condition Glaze-like texture is light as air, yet super cozy & warm
- A classic, wear it forever accessory that goes with anything in a lovely creamy ivory
- Small fringe texture on ends
- Measures approx. 70 inches long x 18 inches wide
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, Cream",N/A,326,100+,1 day,29,https://poshmark.ca/listing/New-Vintage-Mohair-Wool-Super-Long-Scarf-With-Fringe-Ivory-OffWhite-66e5c3e42d829a2d024e836d
Coach,"
            COACH Women's Logo Burgundy Striped Silk Handkerchief Scarf
          ","
              C$40
            ","
              US OS
            ","
          This Coach silk handkerchief scarf features a bold burgundy border with a multi colour striped pattern, accented with the iconic Coach logo. Made of luxurious 100% silk, this scarf is the perfect accessory to elevate any outfit. Lightweight and versatile, it can be styled in a variety of ways, making it a must-have for any fashion-savvy woman. Whether you're dressing up or down, this scarf is sure to make a statement. 

Please note that the brand tag will need to be reinforced. 

Measures approximately 21"" x 21""
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Purple, Pink, N/A, N/A, N/A",N/A,1299,1000+,1 day,100+,https://poshmark.ca/listing/COACH-Womens-Logo-Burgundy-Striped-Silk-Handkerchief-Scarf-66b0e2f687aeb6a4442bafd8
Alexander McQueen,"
            ALEXANDER MCQUEEN (No 0, kering) sunglasses
          ","
              C$315
            ","
              US OS
            ","
          Authentic,

New in box without tags, Mint condition 

My mother bought them but never used it. It was kept in deposit vault for accessories which I am trying to go through since most stuffs were never worn.

Please examine photos thoroughly to determine whether the sunglasses are in accordance to your requirements.

My mom is not picky. She never checks the condition in detail when buying from stores as she assumes that there are no defects. She bought these while on business then forgot it. 

The photos are of the glasses current condition 
Any imperfections came directly from the manufacturer.

No picky buyers
        ","Price Dropped: 10%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",N/A,458,200+,1 day,67,https://poshmark.ca/listing/ALEXANDER-MCQUEEN-No-0-kering-sunglasses-66b7982cf88471ab29d6a82c
Glass Ladder & co,"
            Glass Ladder & co Katherine Tech Organizer Roll  vegan leather honey
          ","
              C$25
            ","
              US OS
            ","
          Glass Ladder & co Katherine Tech Organizer Roll  vegan leather honey

EUC

The Katherine Tech Organizer Roll by Glass Ladder & Co is honey coloured vegan leather and was created by Glass Ladder to hold loose cords, wires, chargers and tech accessories. Great to throw in your bag for work travel or keep near your desk. This versatile organizer could also be used for different things, like a travel jewelry holder, sewing kit supplies, makeup brushes and more. Gold coloured metal snap on interior pocket and detail on ends of ties.

Glass Ladder & Co has been committed to exclusively vegan materials since 2017.


approximate measurement: 
rolled up 5"" x 6.5"". 
Unrolled 19""
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Orange, Yellow, N/A, N/A",N/A,698,300+,1 day,58,https://poshmark.ca/listing/Glass-Ladder-co-Katherine-Tech-Organizer-Roll-vegan-leather-honey-66dcf1d3d909592f9e045004
N/A,"
            Love + Lore Striped Beanie/Toque, Mittens - Winter accessories
          ","
              C$25
            ","
              US OS
            ","
          Winter accessories

Used - but still in very good condition - the mittens do have some fuzzies - see photos

Purchased from Chapters
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Gray, Pink, N/A, N/A, N/A",N/A,211,35+,1 day,7,https://poshmark.ca/listing/Love-Lore-Striped-BeanieToque-Mittens-Winter-accessories-66d8ca550e51722ad109f8fa
Unbranded,"
            Vintage Oktoberfest Hunting Wool Hat With Boat Bristles 5 Pins
          ","
              C$65
            ","
              US OS
            ","
          Vintage Oktoberfest Hunting Hat with Boar Bristles and 5 Pins is the perfect accessory for any gentleman looking to embrace traditional German style. This one-size green hat features a unique Oktoberfest hunting design, making it a standout piece for the occasion. Perfect for adding a touch of sophistication to your Oktoberfest ensemble.
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, N/A, N/A",N/A,245,25+,1 day,2,https://poshmark.ca/listing/Vintage-Oktoberfest-Hunting-Wool-Hat-With-Boat-Bristles-5-Pins-66ddd8a4e0f2ceaeedde6b4f
N/A,"
            Cute hair clips or hair accessories for any occasion  3 sets
          ","
              C$30
            ","
              US OS
            ","
          3 sets cute hair clips that can be use for weddings, birthdays or any occasion
        ","Seller Discount: 5% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, N/A, N/A, N/A",N/A,99,40+,1 day,5,https://poshmark.ca/listing/Cute-hair-clips-or-hair-accessories-for-any-occasion-3-sets-66e708f434d156663a706219
Yves Saint Laurent,"
            💎✨ Authentic Saint Laurent sunglasses 💎✨
          ","
              C$511
            ","
              US OS
            ","
          For personal use,
No scratch
Complete accessories
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gold, N/A, N/A",N/A,23,5+,6 days,--,https://poshmark.ca/listing/Authentic-Saint-Laurent-sunglasses-66e753e072f45f62ec8a0448
Unbranded,"
            Boho Thick Wooden Belt Womens Metal Accents Hook And Loop Tribal Hippie Bohemian
          ","
              C$20
            ","
              US OS
            ","
          Add a touch of bohemian flair to your outfit with this thick wooden belt featuring metal accents, perfect for the free-spirited hippie at heart. The belt is adorned with intricate beaded details and a medallion, adding a tribal touch to your look. The hook and loop closure ensures a secure fit, while the wide width makes a statement when worn over dresses or tunics. Ideal for adding a unique and stylish touch to any outfit, this boho accessory is a must-have for those who embrace a carefree and eclectic style.

Please see wear on black synthetic parts in photos
        ","Seller Discount: 15% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A, N/A",N/A,245,25+,1 day,2,https://poshmark.ca/listing/Boho-Thick-Wooden-Belt-Womens-Metal-Accents-Hook-And-Loop-Tribal-Hippie-Bohemian-66e24eafdcd5a504f39b1034
Bien Abye,"
            Bien Abye Blue and Black Patterned Silk Scarf  with Leather Fringe
          ","
              C$21
            ","
              US OS
            ","
          This stunning blue print silk scarf with leather fringe is so unique, you'll turn heads whenever you wear it. It's a sophisticated yet edgy piece! The scarf is a luxurious silk with a fun leather fringe. It can definitely be dressed up or down. This must-have accessory is in EUC and would be a great addition to any closet!

Material: Silk with leather fringe
Size:  54"" (incl fringe) x 7.25""
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Black, N/A, N/A, N/A",N/A,361,200+,1 day,38,https://poshmark.ca/listing/Bien-Abye-BlueandBlack-Patterned-Silk-Scarf-with-LeatherFringe-66df497534d1566488d46fe1
N/A,"
            Skinny Scarf | Hand Bag, Neck Scarf (2 pieces) - Color Set #18 / Brand NEW
          ","
              C$13
            ","
              Approx. 1.5"" x 37.5""
            ","
          ✨️ An elegant long skinny scarf premium quality, multipurpose use.  Wrap around your handbag handles to protect your purse or use as a bow accent.

This scarf is long and narrow, and is very versatile.  You can use it as a hair accessory, neck scarf, bag charm, and more.  Small, but colorful, a twilly can easily work with any outfit.  A twilly scarf can also help extend the wear and tear of your handbag handles, they are ultra soft and adds a nice pop of color.

Satin

Shipping is next business day
Please let me know if you have any questions.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Brown, Orange, N/A, N/A, N/A",N/A,835,400+,1 day,76,https://poshmark.ca/listing/Skinny-Scarf-Hand-Bag-Neck-Scarf-2-pieces-Color-Set-18-Brand-NEW-66e4f8bb39a1f6033b55e3a3
ALFRED SUNG,"
            ⭐️ALFRED SUNG SKINNY SILK TIE PURPLE/BLACK STRIPED MENS NECKTIE
          ","
              C$36
            ","
              US OS
            ","
          ⭐️100% SKINNY SILK TIE ALFRED SUNG MENS PURPLE & BLACK STRIPED NECKTIE 
⭐️⭐️⭐️DETAILS⭐️⭐️
Excellent condition 
No flaws or defects 
#ALFREDSUNG #designer #SkinnySilkTie #mens #menswear #ties #accessories #100% #silk #striped #purple #black #necktie #formal #attire #business #meeting #work #party #date #datenight #celebration #luncheon #uniform #scholars 
⭐️Measurements flat⭐️
Width 3""  Length 63""
        ","Seller Discount: 15% off 2+ Bundle, C$12.49C$9.99Expedited (1-7 day) Shipping","N/A, N/A, N/A, Purple, Black, N/A, N/A, N/A",N/A,912,300+,2 days,53,https://poshmark.ca/listing/ALFRED-SUNG-SKINNY-SILK-TIE-PURPLEBLACK-STRIPED-MENS-NECKTIE-66d846f0450b42ede76a3dfc
